data/test65bits.in (with params -p)
19623476720018425117,26.613
29792863876297948513,17.282
23460838893505476709,19.9
22370857486366746493,23.687
28437171308598795397,43.652
25966454138624065489,20.335
21337595180238343777,35.597
19124693742846683041,14.755
26045122197511176481,22.797
25034972456342347141,7.572
20531850882890565481,22.801
24608709503550795001,11.016
28719384017051039581,36.565
23837591061938381809,28.855
21626666201937682441,19.542
24581022311518659241,6.306
28216998579973019209,11.559
30045048800185346197,20.884
18990008425318797733,21.791
18657974862454362289,9.986
23705163179836078093,10.055
31442720443643291869,70.722
33277539574565633953,14.324
27471701392277612917,15.342
24959920297320088273,10.02
18904132371040467013,14.802
20475484883636675029,36.944
19669477451456884537,35.53
30667490448380742217,19.427
25210204729746514993,23.605
30561139428595419997,27.385
19144483493134620889,8.786
29448406968437118133,15.579
20047663973936802421,20.7
24965758512167723137,18.51
26042163927610931869,12.059
31283655124979803417,25.438
24213784471961510689,31.176
22370494972225783441,9.864
19168299355150595161,31.23
24107712754035779653,34.792
22204981360830950557,3.458
20115238951875526993,12.51
19706806803280910569,26.213
19645062237266563441,15.329
32891341474804159981,72.434
27955389458711065921,8.521
31780867583153397301,29.936
27818355037238384821,9.504
24061259446659735481,23.41
20866225750159172209,23.657
28613577622015145509,26.133
21083793779109495949,7.777
19321188821124099061,3.318
24216563561661828373,43.609
20655145068904464049,33.567
32190503445453023413,14.826
33152347419436384177,16.287
19430972983422023377,21.619
18820103236875239041,19.589
29290868264684873593,21.061
26713363784508367321,14.197
20150002107115028233,14.658
18551857886793646297,4.274
22478549095184951161,15.785
20423591975260875361,20.322
33798598192068046501,10.44
18738425851179915781,13.056
22751942871501340573,19.126
19141352783342000221,10.205
29491428216490058389,34.859
28423510767925192729,32.329
20916544541137955929,10.23
24037434460640111089,23.696
20528771846842370593,40.731
28129526225955888289,44.708
23249456494612202401,8.244
18516814283035099081,17.137
20708111000965527301,13.54
18721351120983085753,16.025
21583315865002721029,19.211
25653237032696538781,9.015
22623144260021722213,12.349
24279328641906698677,6.295
25386011390948070361,20.878
19576280519187723769,7.654
18922061506580383309,16.019
23160517688873166457,26.232
24731998166720879269,9.447
22070034045134819221,7.49
20546923023944493889,18.133
22361740743992711041,11.228
20024636781100111861,10.682
21887179079702211901,3.229
21359357023346020453,20.706
24507089349386676541,10.761
22126914990069773629,28.793
21159891197348417677,17.931
21820876029667264813,33.446
20217441004183407409,20.777
