data/test90bits.in (with params -q)
845452349087356434267293953,22.811
633254290705979669232435817,21.906
716840182929830619841136653,59.757
798511067265385553997486061,39.576
884798084473926456516393541,71.659
642301092327375587635680961,13.771
688094572878600511380732841,13.729
912401385204127760751915817,16.683
796774736104700767705686361,14.522
711542250981564610350938473,19.414
776280121291877934380305201,17.394
678167077202729727439621141,23.056
788396749485349415093403601,12.106
886341967216370367935308357,49.241
1128436461857537223780046069,33.688
648462478754794238775300673,14.66
782076648508527065290178653,42.561
624958571767542462514965853,48.969
938168936600420564285192173,90.579
761504940706222106320958869,61.125
628385749823195387720132941,41.705
625676386750684009306939837,25.213
721964667554090134382124409,11.609
692008466285811983254088089,12.855
837379865769972307818496777,21.943
661672505131124221713165541,33.411
707383351044921947057230117,45.073
934723824573352586308662901,52.455
931866201540314213417373229,35.051
756623403917261434353318781,45.188
1108322567584736865441766453,44.087
948345626476850280407079733,83.133
656049173677525180896878449,15.119
806676775130218623511986169,13.931
849362709179108371550905621,38.169
816502610058340452298929673,12.218
795733950905900667337532533,43.672
815628587752416410324878957,138.915
785447915014653487426070677,45.727
980381073155518904291827549,22.812
644986708868272552792771909,34.445
881926023692436473158723009,12.706
1104189801830082445213049521,9.004
778961954483022699523265101,62.539
1126137461715765496432084189,61.342
810752095754339507171533201,12.861
678207351311187406585089841,9.428
635671377675281851081556233,13.643
821436888925732542808593013,61.119
635269874015204444648488861,23.212
897332558010700279508677837,60.605
952219316049752507303927077,58.201
835625740069012610058176881,12.524
741741992407496311504092097,24.606
670970002176413919850881697,12.273
932367174502476372443628181,35.779
740649304234373676314030149,30.349
743176791814980664688663929,12.445
866745872080578568101494593,16.148
631046851490059296314405389,44.899
919329965252356457126853829,41.102
762244289079513864207624697,13.068
813795104619189486114544501,47.403
1033322595204249393258097501,33.142
726313821453994806368425777,14.736
710082244443859352276749129,16.44
935012203774242468320164897,25.867
727324202351618094907541233,19.148
747328977959030023855233253,182.67
1018724379531852983570686129,10.526
768715260120208668459965077,81.196
913458965237016681982723369,13.35
738797318077863413560924801,16.354
881353402558043600251865581,84.162
878591612706828951440224993,16.576
623959311167844755578384969,31.463
1072151110937679069551979961,14.575
658251270431865634458245989,120.162
1083936367644885528461792149,51.562
664732603595470024443841717,62.529
914964804380906038561734769,11.143
771232320522899027784140713,12.391
700402653337401551270879941,63.333
722942137169592172149261253,37.526
881688004708455790464327769,14.504
894279477468571915257706693,72.609
654209125684761867710796421,31.286
694679572140503676252235093,73.124
744722568616385250017629837,33.465
935400294220915716887896957,56.002
675272944829639159951043961,13.373
888454291758336033356522473,18.197
652290414932088936677343601,10.284
714856124295251368968874093,43.078
905333181629874353919016033,30.309
628643935263010212010288381,32.406
784145346737461466649307093,86.19
760194636513823707198353941,42.674
769812925253163631588099933,41.11
860243910673203272941038541,54.076
